amount,hour,location_mismatch,txn_frequency,card_type,merchant_category,is_fraud
76.23,7,0,19,0,2,0
204.0,23,1,15,1,0,0
14.0,10,0,18,1,3,0
156.31,13,0,16,1,1,0
13.33,23,0,2,0,1,0
158.09,9,0,12,1,2,0
32.26,14,1,1,1,3,1
209.63,6,0,2,1,3,0
288.32,6,0,14,0,1,0
16.11,9,1,7,0,3,0
62.12,3,0,17,0,1,0
396.27,17,0,15,1,1,0
66.05,9,0,17,1,1,0
199.18,18,0,9,1,0,0
88.85,13,0,13,0,1,0
47.05,12,0,2,1,2,0
33.66,14,0,15,1,3,0
22.72,15,0,11,0,0,1
143.46,1,0,19,0,3,1
48.86,3,0,14,1,2,0
71.6,20,0,4,1,0,0
67.79,17,0,11,1,3,0
86.1,16,1,16,0,0,0
200.68,9,0,2,0,1,0
394.97,20,0,2,1,1,0
52.35,8,0,9,0,3,0
175.75,14,0,4,0,2,0
144.62,11,0,8,1,0,0
85.22,20,0,18,1,0,0
312.46,8,0,15,0,3,0
22.37,13,1,2,0,1,1
11.57,12,0,11,0,0,0
192.39,5,0,17,0,1,0
57.83,18,0,7,1,1,0
187.71,3,0,8,0,2,0
223.58,19,0,10,1,1,0
6.45,16,0,3,0,1,0
214.96,18,0,13,1,0,0
59.48,2,0,17,0,2,1
71.42,13,0,13,1,2,0
98.51,16,0,19,1,3,0
260.89,12,0,9,1,3,0
1.93,8,0,16,0,3,0
64.79,0,0,5,0,2,0
116.39,16,0,9,0,1,0
128.27,15,1,9,0,2,0
117.94,17,0,6,1,1,0
14.44,1,0,10,0,3,0
35.58,13,1,18,1,3,0
44.43,21,0,11,1,1,0
163.19,22,1,15,0,1,0
32.68,16,0,7,1,3,0
23.66,2,0,14,1,1,0
315.7,1,0,8,0,2,0
0.89,7,0,19,0,3,0
612.88,1,0,15,1,2,0
112.95,1,0,19,0,3,0
176.3,8,0,18,1,0,0
34.9,19,0,17,0,2,0
1.44,20,0,3,0,0,0
133.89,5,1,3,1,3,0
179.66,11,1,7,0,2,0
134.89,8,1,10,0,2,0
15.41,6,0,17,0,2,0
140.01,11,0,15,1,1,0
146.5,4,0,8,1,2,0
107.45,15,0,17,0,2,0
145.29,4,0,3,1,0,0
187.03,11,0,4,1,2,0
95.09,23,1,8,1,1,0
9.28,19,0,13,0,2,0
66.87,8,1,1,0,0,0
8.08,22,0,18,0,2,0
52.35,6,0,11,1,2,1
52.27,18,0,6,1,0,0
6.83,19,0,16,0,3,0
42.9,22,1,19,0,2,0
11.77,10,0,17,0,3,0
165.15,20,0,18,0,0,0
295.05,11,0,11,1,0,0
7.51,2,0,14,0,3,1
310.37,16,0,12,1,1,0
73.94,6,0,7,0,1,0
35.61,21,0,17,0,0,0
8.0,9,0,5,1,1,0
69.44,22,0,14,0,1,0
158.24,14,0,13,0,0,0
122.79,1,0,12,1,2,0
5.15,12,0,14,1,2,0
7.57,3,0,9,0,2,0
51.56,17,0,4,1,1,0
35.0,23,0,19,1,3,1
26.45,22,0,1,0,1,0
32.99,0,1,13,0,2,1
162.7,1,0,6,0,0,0
264.83,1,0,1,1,0,1
51.94,3,0,17,1,0,1
236.56,2,0,3,0,1,1
38.79,16,0,17,0,3,0
64.71,13,0,2,0,2,0
25.62,1,0,7,0,0,0
102.3,15,0,1,1,2,0
386.23,10,0,15,0,2,0
92.51,12,0,4,1,1,0
44.29,0,1,6,1,0,0
104.36,22,1,13,0,1,0
13.12,1,1,13,1,2,1
219.52,1,0,1,1,2,0
69.93,20,0,2,1,2,0
59.67,4,0,6,0,0,1
88.16,3,0,11,0,0,0
98.03,11,0,18,0,0,0
7.45,2,0,13,0,2,1
114.76,19,1,12,0,2,0
27.7,9,0,7,0,3,0
125.16,19,0,7,1,0,0
172.9,17,0,7,1,2,0
162.94,20,1,2,1,2,0
80.41,20,0,11,1,3,0
73.43,20,0,1,1,3,0
15.42,9,0,13,1,2,0
149.32,0,0,12,1,0,0
31.66,5,0,13,1,1,0
68.66,10,0,7,0,1,0
33.45,1,1,12,0,1,0
14.37,6,0,17,1,0,0
99.31,19,0,8,1,2,0
5.59,20,0,3,0,1,0
138.09,20,1,7,0,1,0
38.21,20,1,19,0,0,0
0.01,17,0,8,1,2,0
71.57,20,1,14,1,2,0
4.8,18,0,14,0,0,0
32.32,3,0,2,1,1,0
122.75,12,0,6,1,2,0
6.47,17,0,16,0,2,0
182.85,19,0,9,0,1,0
0.38,23,0,15,0,0,0
28.35,12,1,19,1,1,0
135.06,18,0,15,0,3,0
38.02,16,0,12,0,2,0
10.75,0,0,9,0,0,0
44.67,5,0,16,1,1,0
31.52,18,1,6,1,1,0
184.97,19,0,15,1,0,0
37.59,0,1,13,0,2,0
155.56,7,0,10,1,0,0
222.44,16,0,14,1,3,0
56.88,20,0,3,0,0,0
240.73,21,0,12,1,3,0
47.37,14,0,1,1,2,0
332.64,17,0,16,1,1,0
9.35,6,0,10,1,3,0
116.16,15,0,9,1,3,0
68.09,6,0,18,1,0,0
49.04,16,0,1,1,0,0
100.16,3,0,10,1,1,0
121.69,11,0,7,0,2,0
0.44,12,0,10,0,3,0
18.27,3,0,12,0,1,0
124.84,20,1,11,0,3,0
109.78,0,1,9,0,1,1
338.28,0,0,5,0,0,1
143.14,6,0,4,0,0,0
301.13,8,0,13,1,2,1
121.25,0,0,8,1,0,0
35.39,15,1,16,1,1,1
11.13,17,1,1,1,3,0
152.25,21,1,17,1,1,1
103.32,14,0,15,0,2,1
4.94,5,1,15,0,0,0
44.64,1,0,18,1,0,0
314.19,8,0,6,1,3,0
69.39,3,0,2,1,2,0
56.69,12,0,5,0,2,0
61.19,22,0,19,0,0,0
23.43,21,0,7,1,2,0
46.0,10,0,9,0,1,0
46.17,12,1,2,1,2,0
5.38,10,0,7,1,1,0
145.92,18,0,14,0,1,0
53.87,7,0,15,1,1,0
172.7,6,0,12,0,0,0
189.94,15,1,4,1,1,0
23.82,2,0,13,1,3,0
107.11,16,0,9,0,2,0
63.92,17,1,12,0,1,0
212.16,14,1,10,0,3,0
24.3,16,0,9,1,0,0
113.26,10,0,7,1,0,1
93.59,4,0,12,1,0,0
35.0,15,0,16,1,0,0
14.69,14,0,15,1,2,0
105.45,9,1,7,0,0,0
134.17,13,0,8,0,2,0
37.93,1,0,7,1,3,0
103.52,15,0,11,0,0,0
50.27,18,0,4,0,0,0
124.9,7,1,18,1,3,0
22.22,14,0,19,0,3,0
220.92,9,0,7,1,2,1
33.88,4,0,13,1,1,1
45.85,19,0,9,0,2,0
5.98,15,1,18,0,1,0
11.82,20,0,7,1,2,0
72.54,21,0,16,1,1,0
31.14,11,0,5,1,0,0
180.47,22,0,7,0,1,0
1.48,12,0,6,1,3,0
47.66,8,0,2,1,3,0
41.15,16,1,7,1,1,0
1.95,19,0,9,1,0,0
13.28,11,0,13,0,0,0
53.38,4,1,17,1,1,1
67.9,23,0,17,0,1,0
51.8,11,0,15,1,3,0
75.7,0,1,18,1,3,0
90.42,19,0,15,1,2,1
1.0,15,0,11,1,0,0
62.38,11,0,12,0,0,0
331.04,8,0,17,0,0,0
73.2,12,0,12,0,2,0
113.18,16,0,7,1,2,0
37.38,16,0,7,1,3,0
148.72,3,1,10,0,3,0
148.25,13,0,16,0,1,0
73.67,18,0,11,0,2,0
373.03,6,0,16,1,2,1
13.42,2,0,2,1,2,0
1.71,0,0,2,0,0,1
147.04,11,1,18,0,3,0
164.59,14,0,5,0,1,0
12.81,10,0,14,1,2,0
30.87,9,0,8,1,2,0
1.77,1,0,6,1,2,1
34.72,3,0,9,1,0,0
148.34,16,0,6,1,1,0
72.97,16,1,17,0,1,0
42.79,7,0,8,0,2,0
46.48,22,1,3,1,1,0
0.14,13,1,12,0,0,0
35.64,23,1,13,1,2,0
103.98,3,0,18,0,3,0
365.72,5,1,11,0,3,0
187.77,18,0,2,0,1,0
2.39,23,0,14,1,3,0
228.83,3,0,1,0,3,0
152.88,2,1,15,1,2,0
151.58,19,0,18,0,0,0
61.25,5,0,18,0,2,0
50.75,22,0,17,0,0,1
36.08,6,0,1,0,2,0
6.8,13,0,14,0,3,0
25.91,11,1,16,0,2,0
28.32,15,0,4,1,1,0
66.18,19,1,6,1,1,1
137.61,7,0,16,1,0,0
64.21,22,1,6,1,0,0
5.96,1,0,15,1,0,0
316.51,12,0,1,1,1,0
285.99,7,0,7,0,2,0
153.8,20,0,11,0,3,0
474.76,19,0,1,0,0,0
78.63,15,0,8,1,2,0
329.06,3,0,14,1,2,1
7.86,15,0,5,0,1,0
45.52,19,0,13,0,1,0
25.54,5,0,15,0,3,0
21.79,3,0,9,0,2,0
15.18,15,0,8,1,0,0
97.4,22,0,19,0,1,0
152.02,22,1,17,1,2,0
86.35,20,0,19,1,1,1
15.9,12,0,18,0,2,0
166.67,4,0,18,1,1,1
101.05,14,0,4,1,0,0
49.13,7,0,2,0,3,0
112.13,6,0,5,1,0,0
30.1,13,0,17,1,1,0
42.34,6,1,7,0,1,0
249.48,21,0,16,0,1,0
34.32,6,0,1,0,0,0
63.49,22,0,12,0,1,0
220.86,17,1,19,0,0,0
123.0,9,0,9,1,1,0
6.42,17,0,16,0,3,0
15.94,13,0,7,0,3,0
0.79,9,0,15,1,1,0
99.67,6,1,12,1,2,0
59.36,6,0,4,1,0,0
14.42,6,0,6,0,1,0
316.85,4,0,6,0,0,0
75.43,0,0,15,0,2,0
27.69,13,0,3,1,3,0
69.44,17,0,2,0,0,0
113.82,12,0,5,1,0,0
7.93,7,0,8,1,0,0
32.12,7,0,19,1,0,0
164.49,9,0,16,1,0,0
61.56,16,0,19,1,3,0
79.09,5,0,16,1,0,0
56.71,14,0,6,0,0,0
4.49,14,0,1,1,3,0
18.12,15,0,18,0,1,0
58.98,7,1,8,1,1,1
23.47,18,0,5,1,0,0
5.13,19,1,12,1,3,0
185.57,14,1,18,1,0,0
397.35,2,0,5,1,1,0
157.57,5,0,13,1,3,0
192.27,7,0,12,1,2,0
27.7,15,0,16,0,3,0
323.47,14,1,14,1,1,1
21.93,12,0,11,0,3,0
302.47,19,0,9,1,2,0
526.28,14,0,10,1,3,0
124.38,17,1,16,0,0,1
397.09,12,0,19,0,0,0
84.29,23,0,10,1,1,0
30.05,7,0,4,0,3,0
57.45,13,0,8,1,1,0
90.03,10,0,11,0,3,0
7.59,5,0,6,0,1,0
97.38,23,0,4,0,3,0
397.27,0,0,5,0,0,1
21.09,1,0,18,0,1,0
157.31,12,0,3,1,1,0
238.49,0,0,7,0,2,0
287.71,23,0,12,0,3,0
322.23,23,0,3,0,0,0
73.7,3,0,17,1,0,0
378.57,23,0,3,1,0,0
141.6,22,0,11,0,1,0
17.63,1,0,6,1,0,0
64.8,20,0,11,1,1,0
126.7,19,0,4,1,2,0
28.41,15,0,17,0,0,1
102.34,2,0,1,0,2,0
109.84,16,0,12,1,3,0
17.76,4,1,3,1,3,1
83.26,7,0,16,0,2,0
147.68,11,0,3,0,3,0
69.09,22,1,14,1,0,0
1.22,11,0,17,0,0,0
0.91,0,1,19,1,1,0
44.17,0,0,7,0,2,0
260.63,14,0,11,0,2,0
25.96,16,0,16,0,1,0
100.61,1,0,19,0,0,0
25.11,16,0,5,1,2,0
38.81,19,0,1,0,1,0
188.42,8,0,10,0,2,0
130.51,11,1,18,0,2,0
10.03,3,0,10,0,1,0
55.98,12,0,1,0,2,0
2.96,3,0,13,1,3,0
65.56,6,0,4,1,1,0
108.6,13,0,12,0,1,0
12.61,8,0,16,1,3,0
34.09,22,0,19,0,2,0
50.72,0,0,12,1,3,0
251.99,0,1,6,0,2,1
499.9,19,0,16,0,0,0
4.6,3,0,12,1,3,0
143.13,0,0,10,0,3,1
46.48,21,0,5,0,3,0
49.83,9,0,19,0,0,0
140.35,1,0,12,0,2,0
250.62,20,1,8,0,0,0
301.45,23,0,4,1,3,0
86.07,14,0,7,1,0,0
44.18,2,0,5,1,3,0
154.9,22,0,11,1,1,0
28.9,8,0,17,0,2,0
83.03,16,0,3,0,3,0
44.41,20,0,2,1,0,0
106.89,12,0,19,0,0,0
27.5,2,0,2,1,0,0
21.27,3,0,14,0,2,0
250.4,3,0,1,0,1,0
10.74,10,0,16,1,2,0
70.51,6,0,15,1,1,0
24.96,10,0,18,1,0,0
3.97,23,0,2,1,2,0
3.67,10,0,11,1,1,0
19.26,9,0,17,1,0,0
201.57,4,1,13,1,0,0
33.2,12,0,12,0,2,0
300.5,11,1,2,1,1,0
87.14,9,0,18,1,0,0
57.38,6,0,10,1,0,0
86.77,18,0,12,0,0,0
72.71,18,0,17,0,3,0
142.2,18,1,14,0,1,0
33.2,11,0,19,1,1,0
43.55,19,0,13,0,3,0
224.52,21,0,3,1,0,0
292.73,14,0,8,1,3,0
223.08,4,0,5,0,3,1
54.38,23,0,12,1,3,0
151.58,13,0,1,0,1,0
64.69,11,1,16,0,0,0
68.82,20,0,12,0,0,0
22.9,10,0,17,0,1,0
89.44,4,0,9,1,1,0
20.6,15,1,13,0,3,0
40.28,17,0,4,0,3,0
193.12,11,0,4,1,2,0
23.2,4,1,15,1,2,1
7.38,15,0,10,0,1,0
7.15,11,0,6,0,3,0
282.66,22,0,3,0,1,0
70.71,1,1,15,0,3,0
52.66,5,1,6,1,3,0
166.54,22,0,11,0,1,0
180.68,20,0,2,1,1,0
40.38,3,0,2,1,0,0
118.29,12,0,1,1,0,0
147.46,9,1,11,0,2,0
106.32,16,1,5,0,1,0
16.44,13,0,6,1,2,0
208.65,23,0,3,0,1,0
77.46,14,0,5,1,1,0
33.19,7,0,9,1,1,0
55.38,22,0,19,0,0,0
3.83,23,0,5,0,2,0
13.68,17,0,12,1,1,0
145.05,2,0,12,1,2,0
0.0,16,0,16,1,2,0
53.88,23,1,7,0,0,1
73.92,23,1,14,0,0,0
5.62,6,0,9,0,1,0
361.48,12,0,15,1,3,0
25.63,15,0,11,0,2,0
36.27,4,1,4,1,0,0
36.23,3,0,11,1,2,0
26.19,9,0,9,0,3,0
0.15,12,0,6,1,2,0
130.69,9,0,17,1,1,0
340.66,13,0,9,1,2,0
25.4,21,0,6,0,0,0
108.78,11,0,6,1,1,0
135.44,0,1,4,1,1,0
188.67,20,0,11,0,3,0
54.93,19,0,3,1,1,0
36.09,19,0,18,0,0,0
39.35,6,0,16,0,3,0
124.7,8,0,16,1,1,0
169.71,7,0,12,1,3,0
20.04,12,0,14,0,2,0
46.35,13,1,9,1,1,0
232.22,11,0,7,1,0,0
164.35,7,0,14,1,0,0
419.03,20,0,10,1,1,1
140.34,21,0,11,0,2,0
49.95,17,1,7,0,3,0
89.32,15,0,19,1,0,0
108.18,10,0,19,0,0,0
8.17,15,0,11,0,3,0
78.64,13,0,6,0,3,0
123.55,2,0,8,1,0,0
18.31,20,0,1,0,3,0
151.7,1,1,8,0,1,1
87.65,2,0,5,0,0,0
304.12,3,0,10,0,0,0
4.33,21,0,2,0,0,0
30.83,4,1,4,1,1,0
92.02,9,0,2,1,0,0
35.18,19,0,15,0,3,0
125.32,1,0,10,1,0,0
142.3,11,1,2,0,1,0
10.82,4,0,6,1,1,0
72.12,4,0,14,1,2,0
71.11,22,0,5,1,0,0
46.09,0,1,2,1,1,0
270.19,3,0,14,1,2,1
175.74,20,1,13,1,0,0
119.47,23,0,2,1,1,0
125.29,11,0,9,0,1,0
61.94,11,0,3,0,0,0
253.82,15,0,15,0,0,0
118.61,23,0,3,0,2,0
130.56,16,0,12,0,0,0
197.83,20,0,6,1,0,0
32.03,9,0,19,1,3,0
164.54,16,0,17,1,0,0
21.72,16,0,6,0,1,0
42.36,17,1,19,1,2,0
40.89,1,0,17,1,2,0
384.09,3,0,16,0,2,0
194.17,18,0,8,0,1,0
120.79,10,0,19,1,0,1
129.85,16,0,8,1,1,0
82.57,11,1,15,1,3,1
293.92,1,0,8,1,2,0
68.57,5,0,3,0,0,0
47.89,8,0,16,0,0,0
17.8,4,0,3,0,2,1
154.27,19,0,1,1,3,0
132.59,20,0,8,1,3,0
48.51,8,0,9,0,0,0
2.55,22,0,12,1,1,0
182.63,7,0,18,1,2,0
1.15,19,0,17,0,1,0
121.64,7,0,8,0,0,0
351.52,21,0,11,1,2,0
57.57,20,0,7,0,3,0
26.78,22,0,14,1,3,0
122.03,5,0,10,1,3,0
169.9,2,1,15,1,0,1
79.06,4,0,12,1,3,0
341.23,8,0,17,1,2,0
5.31,6,0,8,1,2,0
70.28,3,0,14,0,2,0
126.75,6,0,15,0,2,0
198.52,4,0,11,1,3,1
19.75,10,0,12,1,2,0
160.95,14,0,16,1,0,0
80.45,1,1,18,0,2,1
50.51,12,0,10,1,3,0
14.12,21,0,19,0,3,0
200.47,15,0,18,0,1,0
17.11,6,0,1,1,2,0
37.08,7,0,4,0,3,0
34.26,5,0,7,0,1,0
205.12,23,0,1,0,0,0
111.69,6,1,8,1,2,0
159.3,17,0,17,0,3,0
28.83,21,1,8,1,3,0
98.05,21,0,5,0,2,0
84.8,19,0,1,0,1,0
178.87,6,0,15,0,2,0
236.54,2,0,4,0,0,0
1.22,4,0,7,0,0,0
112.09,0,0,14,1,2,0
5.32,14,0,12,1,1,0
79.6,2,0,3,0,0,0
33.92,7,0,18,0,2,0
36.64,8,0,8,0,1,0
43.53,14,0,2,0,1,0
97.1,9,0,6,1,3,0
40.65,1,0,7,1,0,0
131.94,19,0,7,0,2,0
51.84,4,0,13,1,0,0
7.08,18,0,1,0,1,0
153.14,12,0,8,0,3,0
33.65,10,0,13,1,0,0
56.7,0,0,19,1,2,1
115.66,21,0,17,0,0,0
40.42,14,0,13,0,1,0
5.82,17,0,16,0,3,1
46.83,15,0,15,1,0,0
289.04,8,0,11,0,1,1
102.65,0,0,12,1,1,0
111.32,10,1,3,0,3,0
100.04,8,0,9,1,1,0
22.19,22,0,14,1,0,0
54.19,10,0,7,1,2,0
139.01,12,0,11,0,3,0
10.69,1,0,10,0,1,0
32.55,13,0,3,0,0,0
32.34,5,0,19,1,3,0
56.57,7,0,2,1,1,0
393.06,17,1,17,1,0,0
6.99,15,0,2,1,1,0
73.13,20,0,16,1,0,0
19.77,11,0,17,1,1,0
352.94,10,1,10,1,3,0
12.03,5,0,4,0,3,0
51.68,2,0,11,1,3,1
133.9,13,0,17,1,1,0
121.93,1,0,12,1,1,0
54.94,10,0,10,1,3,0
42.54,21,0,16,1,3,0
50.69,2,0,4,0,2,0
30.69,17,0,3,1,0,0
22.98,0,0,9,1,2,0
65.98,23,0,6,1,0,0
31.27,0,0,12,0,1,0
33.89,11,1,1,1,0,0
106.93,14,1,14,1,0,0
345.9,4,0,10,0,1,0
92.54,5,1,18,1,1,0
8.01,15,0,13,1,1,0
7.86,11,0,9,0,3,0
302.46,11,0,19,0,3,0
35.28,2,0,4,0,0,0
9.66,22,0,3,1,1,0
91.39,1,0,6,1,3,0
97.72,6,0,9,1,1,0
104.56,1,0,10,1,0,0
31.12,20,1,9,1,3,0
1.52,6,1,17,0,3,0
335.28,10,0,10,1,2,0
28.89,10,0,6,0,0,0
112.71,13,0,16,1,3,0
122.63,2,0,17,0,0,0
94.16,13,0,11,0,0,0
37.53,10,0,7,1,1,0
31.62,3,0,4,0,0,0
91.05,16,0,10,1,2,0
201.06,15,1,14,1,3,0
293.25,2,0,17,0,0,0
11.19,9,0,14,0,0,0
16.82,20,0,13,1,1,0
289.56,14,1,2,1,1,0
133.38,7,0,9,1,2,0
214.55,17,0,3,1,0,0
22.64,2,0,4,0,0,0
88.57,6,0,12,1,0,0
120.78,9,0,15,0,0,0
113.98,19,0,8,1,3,0
52.45,8,0,18,1,0,0
1.55,13,0,5,1,0,0
87.45,22,0,2,0,3,0
29.18,13,0,9,0,1,0
59.83,10,0,14,0,2,0
316.02,0,0,1,1,0,0
50.92,3,0,4,1,3,0
183.13,5,0,17,0,0,0
20.89,21,0,10,1,1,0
111.61,21,0,2,0,3,0
377.26,4,0,6,0,3,1
10.75,2,0,19,1,3,0
0.84,1,0,9,0,0,0
56.84,2,0,19,1,1,0
9.72,8,1,19,1,2,0
137.99,18,0,9,0,3,0
245.98,18,0,3,1,0,0
56.92,16,0,6,0,2,0
29.94,17,0,6,0,3,0
56.99,10,0,17,0,0,0
128.54,11,0,13,1,2,0
0.91,2,0,13,0,2,0
89.03,17,0,7,1,3,0
95.01,23,0,9,0,0,0
101.53,5,0,18,1,2,0
27.71,6,0,1,0,1,0
125.19,0,0,13,0,1,0
9.58,5,0,8,1,2,0
22.22,17,1,9,0,3,0
209.94,12,0,1,0,3,0
134.22,21,0,9,1,3,0
1.38,18,0,11,1,2,0
28.55,6,0,4,0,3,0
24.13,18,0,16,0,3,0
31.58,8,0,14,1,1,0
28.44,2,0,18,0,0,0
6.46,22,0,9,1,1,0
61.42,11,0,1,1,2,0
131.95,19,0,3,0,1,0
93.33,23,0,1,1,0,0
111.74,17,0,3,1,1,0
8.46,7,0,14,0,3,0
302.6,8,0,14,0,0,0
182.32,12,0,13,0,2,0
163.52,7,0,1,0,1,0
173.15,21,0,15,1,1,0
269.88,9,0,7,1,3,0
78.58,16,0,16,1,0,0
22.35,6,0,1,0,3,0
95.92,16,0,15,1,1,0
135.82,22,0,15,0,1,0
133.91,17,0,19,1,0,0
73.7,23,0,6,0,1,0
7.09,1,0,6,0,0,1
46.38,2,1,1,1,2,1
253.54,18,0,16,0,1,0
87.81,0,1,18,1,0,0
77.29,20,0,13,1,0,0
31.31,20,1,12,1,3,1
45.96,9,0,18,1,1,0
225.71,20,1,10,0,3,0
109.8,13,0,14,1,0,0
154.83,12,0,11,1,2,1
60.58,8,0,18,1,2,0
99.49,5,1,12,0,1,0
28.55,5,0,17,1,2,0
122.23,18,0,3,0,1,0
55.79,20,0,1,1,1,0
58.44,9,0,1,1,0,0
104.79,22,0,6,1,0,0
275.33,2,0,19,1,0,0
6.61,17,1,4,1,3,0
174.15,20,1,13,0,0,0
34.59,18,0,12,0,1,0
58.68,4,0,8,1,0,0
2.22,10,0,7,1,3,0
35.82,9,0,7,1,0,0
69.84,16,0,7,0,2,0
5.78,3,0,14,1,1,0
67.55,20,0,18,0,2,0
261.88,17,1,19,1,2,0
11.14,17,1,19,1,3,0
144.58,0,0,18,1,2,0
52.71,13,1,6,0,0,0
106.47,7,0,16,1,1,0
30.14,1,0,3,0,2,1
17.37,18,0,2,1,2,0
17.49,14,0,15,0,1,0
7.31,1,0,11,0,0,0
20.54,3,0,19,1,2,0
109.13,0,0,18,0,1,0
213.45,18,0,11,1,0,0
168.27,20,0,3,1,0,0
115.56,9,0,4,1,0,0
11.7,0,0,6,1,3,1
34.13,19,0,12,0,0,0
37.08,21,0,4,1,0,0
28.76,14,0,12,0,1,0
72.36,3,1,4,1,3,0
76.69,6,0,2,0,0,0
44.14,6,0,12,1,2,0
43.66,21,0,13,0,3,0
176.35,17,0,16,1,1,0
155.73,12,0,4,1,3,0
36.79,9,0,8,1,2,0
245.1,23,0,5,0,3,0
305.37,7,0,14,1,2,0
39.56,9,0,15,1,0,0
43.76,13,1,11,0,0,0
70.45,13,0,10,0,3,0
283.23,19,1,10,1,3,0
209.01,21,0,6,0,1,0
10.82,10,0,16,0,1,0
49.88,5,0,4,1,2,0
80.6,20,0,9,0,0,0
69.94,0,0,10,0,3,0
21.55,18,0,5,0,0,0
195.77,6,0,10,1,3,0
112.99,23,0,16,0,2,0
181.96,17,0,11,1,0,0
195.73,2,0,6,1,1,0
137.97,19,1,7,0,2,0
57.84,10,1,12,1,0,0
94.3,4,0,13,1,2,0
17.48,18,0,17,1,3,0
111.98,20,0,9,1,0,0
19.75,23,0,8,0,0,0
118.4,23,1,16,1,0,0
26.08,1,0,3,1,1,0
12.51,21,0,5,1,2,0
18.07,3,0,13,0,1,0
0.2,9,0,18,0,1,0
126.85,1,1,16,1,2,0
131.83,7,0,14,1,2,0
72.35,0,0,11,0,0,0
17.6,5,0,18,0,0,0
8.73,10,0,8,0,2,0
1.93,9,0,12,1,0,0
18.12,12,1,19,0,3,0
221.51,0,0,2,0,0,1
27.65,1,0,9,1,2,0
43.74,2,0,9,1,1,0
11.13,8,0,14,0,2,0
25.15,4,1,15,1,2,0
73.24,9,0,11,1,1,0
93.59,9,0,13,1,3,0
28.15,11,0,5,0,0,0
5.95,17,0,6,1,3,0
49.6,20,0,5,1,1,0
26.68,20,1,1,1,3,0
24.79,0,1,18,1,1,1
321.55,2,0,8,1,2,0
95.79,4,0,17,1,3,0
81.39,16,1,11,1,0,0
53.75,7,0,11,1,0,0
56.03,16,0,3,1,1,0
77.85,8,0,8,0,2,0
119.21,5,0,8,1,3,0
121.12,16,0,3,1,3,0
18.84,7,0,10,1,1,0
69.34,20,0,19,1,3,0
53.1,6,0,14,1,0,0
204.43,6,0,18,1,0,0
99.81,14,0,3,0,3,0
76.04,6,0,14,1,3,1
12.26,21,0,11,1,2,0
93.05,7,0,10,0,2,0
12.47,8,0,14,0,3,0
41.13,14,1,1,0,3,0
15.41,1,0,16,1,1,0
117.79,6,0,6,1,2,1
23.1,14,1,18,1,3,1
49.73,17,0,16,1,1,0
226.02,21,1,19,1,2,0
22.86,17,0,16,1,1,0
70.89,9,0,5,0,3,0
54.35,21,0,12,1,0,0
1.83,17,0,6,1,0,0
157.39,0,0,2,0,0,0
7.15,6,0,16,1,0,0
64.29,2,0,11,0,3,0
82.25,13,0,12,0,0,0
99.0,11,0,11,0,0,0
116.68,13,0,19,0,3,0
29.21,3,0,8,1,2,0
1.0,12,0,18,1,2,1
128.53,15,0,5,1,2,0
76.71,15,0,12,1,1,0
180.86,21,0,10,1,2,0
172.25,4,0,15,1,3,0
185.36,19,1,5,0,2,0
66.38,5,0,17,0,1,0
40.59,5,0,4,0,1,0
156.81,17,0,12,0,0,0
60.02,5,0,18,0,3,0
20.27,6,0,8,1,2,0
193.08,23,1,17,1,2,0
214.18,23,0,8,0,3,0
62.79,15,0,13,0,3,0
7.87,8,1,3,1,3,0
49.07,12,0,3,1,3,0
162.73,11,0,7,1,3,0
232.05,18,0,18,1,3,1
22.75,22,0,7,1,3,0
6.93,22,0,2,0,1,0
209.84,0,0,7,0,0,0
49.33,7,0,2,0,2,0
78.04,3,0,7,1,1,1
344.41,20,1,14,0,1,0
6.89,21,0,15,0,2,0
104.5,18,0,16,0,1,0
7.7,20,0,8,1,3,0
47.08,4,0,16,1,1,1
162.87,16,0,7,1,2,0
56.82,2,0,11,1,0,0
587.19,18,0,4,0,2,0
81.88,0,0,18,0,0,0
38.74,22,0,13,1,3,0
24.86,0,1,17,1,1,1
43.16,22,0,12,1,2,0
46.61,19,0,18,0,2,0
7.12,8,0,10,1,0,0
46.14,22,0,7,0,1,0
62.41,4,0,12,1,2,0
128.28,6,0,12,1,2,0
106.92,5,0,13,1,1,0
123.36,16,0,1,0,3,0
0.84,21,0,7,1,0,0
24.55,16,1,16,0,2,1
108.38,12,1,16,0,1,0
66.16,11,0,16,1,3,0
0.53,3,0,16,0,2,0
163.22,7,0,14,1,3,0
148.2,4,0,11,1,2,0
79.5,4,0,19,1,2,0
6.88,12,0,11,1,3,0
145.46,10,1,2,0,0,0
87.64,7,0,7,0,3,0
152.31,7,1,9,1,1,0
139.33,0,1,9,1,2,0
162.46,12,0,14,0,3,0
72.98,4,0,10,0,3,0
15.12,20,0,16,0,2,0
111.22,7,0,18,0,2,0
96.88,16,0,1,1,3,0
135.58,22,0,2,0,0,0
18.62,22,0,4,0,2,0
21.69,12,0,2,1,3,0
221.1,8,0,4,1,1,0
138.62,1,0,6,0,0,0
238.85,18,0,4,1,1,0
142.18,19,0,18,0,2,0
90.92,16,1,5,1,2,1
106.17,6,0,11,0,0,0
219.94,2,0,13,1,2,0
86.47,18,0,3,0,1,0
100.07,18,0,19,1,3,0
17.02,23,0,11,0,3,0
64.23,8,0,11,1,1,0
126.02,9,0,2,1,1,0
